ID,Title_Name,Year,Rating,Runtime,Genres,Release_Date,Release_Country,10,9,8,7,6,5,4,3,2,1,Rank_All_All_Ages,Rank_All_<18,Rank_All_18-29,Rank_All_30-44,Rank_All_45+,Rank_Male_All_Ages,Rank_Male_<18,Rank_Male_18-29,Rank_Male_30-44,Rank_Male_45+,Rank_Female_All_Ages,Rank_Female_<18,Rank_Female_18-29,Rank_Female_30-44,Rank_Female_45+,Count_All_All_Ages,Count_All_<18,Count_All_18-29,Count_All_30-44,Count_All_45+,Count_Male_All_Ages,Count_Male_<18,Count_Male_18-29,Count_Male_30-44,Count_Male_45+,Count_Female_All_Ages,Count_Female_<18,Count_Female_18-29,Count_Female_30-44,Count_Female_45+
0209144/,Memento,2000,R,113,"Mystery, Thriller",2001-05-25,USA,248514.0,332215.0,297997.0,135078.0,43466.0,17667.0,8549.0,5061.0,3886.0,10152.0,8.4,8.7,8.5,8.5,8.2,8.5,8.7,8.6,8.5,8.2,8.2,8.2,8.3,8.2,8.0,1102585.0,538.0,227417.0,466358.0,99733.0,698564.0,420.0,182032.0,391006.0,83016.0,134044.0,60.0,41543.0,69474.0,14813.0
0082971/,Raiders of the Lost Ark,1981,PG,115,"Action, Adventure",1981-06-12,USA,208905.0,237197.0,242031.0,116199.0,34759.0,12728.0,5459.0,2770.0,1999.0,5402.0,8.4,8.4,8.3,8.4,8.7,8.5,8.5,8.3,8.5,8.7,8.2,8.2,8.0,8.2,8.6,867449.0,571.0,137367.0,347678.0,127080.0,554343.0,454.0,115376.0,299449.0,105953.0,87382.0,64.0,19644.0,43712.0,18894.0
0032553/,The Great Dictator,1940,Passed,125,"Comedy, Drama, War",1941-03-07,USA,50394.0,53604.0,51028.0,23678.0,8654.0,3888.0,2009.0,1047.0,849.0,2933.0,8.4,8.2,8.5,8.4,8.4,8.4,8.3,8.5,8.4,8.4,8.5,8.3,8.5,8.5,8.4,198084.0,126.0,40030.0,77697.0,25976.0,129747.0,96.0,33306.0,67178.0,22365.0,20108.0,22.0,6209.0,9658.0,3193.0
7286456/,Joker,2019,R,122,"Crime, Drama, Thriller",2019-10-04,USA,293027.0,231583.0,178890.0,87900.0,34539.0,14778.0,6954.0,4602.0,3623.0,10790.0,8.5,8.8,8.6,8.4,8.1,8.4,8.7,8.6,8.4,8.1,8.5,8.4,8.6,8.4,8.3,866686.0,2110.0,202343.0,243255.0,53615.0,458005.0,1333.0,153031.0,199188.0,43833.0,91127.0,270.0,35881.0,35717.0,7755.0
1853728/,Django Unchained,2012,R,165,"Drama, Western",2012-12-25,USA,282092.0,418008.0,371290.0,156351.0,48452.0,18254.0,8654.0,5298.0,4096.0,9512.0,8.4,8.7,8.6,8.4,8.0,8.4,8.7,8.7,8.4,8.0,8.3,8.1,8.5,8.3,8.1,1322007.0,889.0,324348.0,472870.0,95390.0,810930.0,653.0,259314.0,390789.0,79417.0,162527.0,104.0,58246.0,74449.0,14066.0
0405094/,The Lives of Others,2006,R,137,"Drama, Mystery, Thriller",2007-03-30,USA,72853.0,111561.0,100214.0,40714.0,11931.0,4802.0,2377.0,1201.0,972.0,3991.0,8.4,8.1,8.4,8.4,8.5,8.4,8.3,8.4,8.4,8.4,8.5,7.6,8.5,8.6,8.6,350616.0,114.0,63776.0,163759.0,40520.0,228965.0,79.0,50015.0,134894.0,33531.0,48531.0,28.0,12894.0,26990.0,6329.0
0050825/,Paths of Glory,1957,Approved,88,"Drama, War",1957-12-25,USA,37828.0,47637.0,48541.0,22678.0,7436.0,3269.0,1604.0,882.0,848.0,2630.0,8.4,8.7,8.5,8.4,8.4,8.4,8.7,8.5,8.4,8.4,8.1,9.0,8.2,8.1,8.1,173353.0,149.0,31175.0,68437.0,26309.0,119146.0,122.0,27925.0,62560.0,23568.0,10720.0,22.0,2846.0,5160.0,2329.0
0910970/,WALL·E,2008,G,98,"Animation, Adventure, Family",2008-06-27,USA,238786.0,267073.0,255499.0,127138.0,43954.0,17343.0,8234.0,5125.0,3766.0,10340.0,8.4,8.6,8.4,8.4,8.1,8.4,8.7,8.5,8.4,8.1,8.4,8.3,8.3,8.5,8.2,977258.0,981.0,227801.0,396301.0,74463.0,590562.0,691.0,169196.0,319408.0,61448.0,149352.0,189.0,54527.0,72180.0,11760.0
0081505/,The Shining,1980,R,146,"Drama, Horror",1980-06-13,USA,197392.0,243132.0,235229.0,115414.0,41299.0,17193.0,8169.0,4854.0,3317.0,6458.0,8.4,8.7,8.4,8.4,8.4,8.4,8.8,8.4,8.4,8.4,8.3,8.6,8.2,8.3,8.3,872457.0,739.0,181907.0,338661.0,91935.0,522814.0,522.0,136404.0,276534.0,75678.0,122231.0,122.0,41532.0,57550.0,14663.0
4154756/,Avengers: Infinity War,2018,PG-13,149,"Action, Adventure, Sci-Fi",2018-04-27,USA,277726.0,202379.0,166508.0,84062.0,31950.0,12432.0,5551.0,3641.0,2921.0,13536.0,8.4,8.8,8.6,8.3,8.1,8.4,8.7,8.6,8.3,8.1,8.4,8.5,8.5,8.3,8.2,800706.0,2578.0,197547.0,214487.0,46466.0,445289.0,1802.0,157174.0,180342.0,38605.0,77007.0,349.0,30729.0,28310.0,6471.0
0043014/,Sunset Blvd.,1950,Passed,110,"Drama, Film-Noir",1950-09-29,Australia,48861.0,48394.0,50549.0,26211.0,9969.0,4687.0,2333.0,1236.0,1010.0,3303.0,8.4,8.7,8.4,8.4,8.5,8.4,8.6,8.4,8.3,8.5,8.4,8.7,8.4,8.4,8.5,196553.0,96.0,31947.0,77929.0,33450.0,120671.0,76.0,25173.0,63814.0,26846.0,26928.0,16.0,6376.0,13308.0,6078.0
0051201/,Witness for the Prosecution,1957,Approved,116,"Crime, Drama, Mystery",1958-02-06,USA,20341.0,29794.0,31366.0,13310.0,4255.0,2257.0,1151.0,511.0,556.0,1603.0,8.4,8.3,8.6,8.4,8.4,8.4,8.5,8.6,8.4,8.3,8.4,7.4,8.5,8.3,8.5,105144.0,67.0,17539.0,38624.0,18816.0,65573.0,50.0,14568.0,32769.0,15330.0,12057.0,13.0,2766.0,5493.0,3215.0
4633694/,Spider-Man: Into the Spider-Verse,2018,PG,117,"Animation, Action, Adventure",2018-12-14,USA,84260.0,99070.0,89958.0,41118.0,12542.0,4307.0,1774.0,1124.0,983.0,3871.0,8.4,8.8,8.6,8.2,8.0,8.3,8.8,8.5,8.2,7.9,8.5,8.8,8.6,8.4,8.1,339007.0,1163.0,86475.0,93423.0,19193.0,190728.0,788.0,69341.0,80838.0,16426.0,28243.0,143.0,12252.0,10057.0,2130.0
0119698/,Princess Mononoke,1997,PG-13,134,"Animation, Adventure, Fantasy",1997-12-19,USA,86180.0,89202.0,85626.0,41972.0,13975.0,5634.0,2731.0,1495.0,1244.0,4361.0,8.4,8.5,8.5,8.4,8.0,8.4,8.6,8.5,8.4,8.0,8.4,8.2,8.4,8.3,8.2,332420.0,225.0,73912.0,136613.0,24310.0,194203.0,148.0,52840.0,109653.0,20123.0,52091.0,58.0,19723.0,25126.0,3740.0
0364569/,Oldboy,2003,R,120,"Action, Drama, Mystery",2003-11-21,South Korea,119206.0,145033.0,128622.0,59441.0,22075.0,9894.0,5229.0,3138.0,2541.0,7502.0,8.4,8.7,8.5,8.4,7.9,8.4,8.8,8.5,8.4,8.0,8.2,7.9,8.3,8.3,7.8,502681.0,216.0,105608.0,229785.0,36940.0,338519.0,169.0,87891.0,199796.0,32029.0,50686.0,27.0,16038.0,27388.0,4323.0
0057012/,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,PG,95,Comedy,1964-01-29,USA,125346.0,111232.0,101234.0,55000.0,22044.0,10444.0,5051.0,2959.0,2283.0,6580.0,8.4,8.4,8.4,8.4,8.3,8.4,8.5,8.4,8.4,8.4,8.1,7.8,8.1,8.1,8.1,442173.0,214.0,69986.0,184896.0,66487.0,293680.0,173.0,59723.0,162972.0,58336.0,37887.0,30.0,9277.0,19909.0,7070.0
1345836/,The Dark Knight Rises,2012,PG-13,164,"Action, Adventure",2012-07-20,USA,423467.0,405609.0,358515.0,172486.0,63121.0,24854.0,11860.0,6910.0,4964.0,13312.0,8.4,8.4,8.6,8.3,7.9,8.4,8.4,8.6,8.4,7.9,8.4,7.9,8.5,8.3,8.0,1485098.0,1072.0,385979.0,546153.0,92314.0,949348.0,831.0,318006.0,463990.0,78439.0,161415.0,94.0,61156.0,73790.0,12039.0
0087843/,Once Upon a Time in America,1984,R,229,"Crime, Drama",1984-06-01,USA,75931.0,79101.0,79930.0,39220.0,13962.0,6112.0,3083.0,1738.0,1312.0,2952.0,8.4,8.7,8.5,8.3,8.3,8.4,8.7,8.5,8.3,8.3,8.1,9.2,8.2,8.1,8.2,303341.0,127.0,46591.0,129484.0,46721.0,209718.0,96.0,41016.0,116886.0,41127.0,21997.0,18.0,4916.0,11150.0,4845.0
0090605/,Aliens,1986,R,137,"Action, Adventure, Sci-Fi",1986-07-18,USA,149009.0,167400.0,178586.0,89704.0,30303.0,11819.0,5213.0,2752.0,1938.0,4280.0,8.3,8.3,8.2,8.4,8.5,8.4,8.3,8.2,8.4,8.5,8.1,8.0,8.0,8.1,8.3,641004.0,283.0,87805.0,276414.0,96947.0,429284.0,221.0,76019.0,244989.0,83832.0,53450.0,41.0,10602.0,28178.0,11651.0
4154796/,Avengers: Endgame,2019,PG-13,181,"Action, Adventure, Drama",2019-04-26,USA,283042.0,163242.0,144034.0,83639.0,36403.0,16320.0,7225.0,4908.0,3762.0,19574.0,8.4,8.7,8.6,8.3,8.1,8.3,8.6,8.5,8.2,8.0,8.5,8.7,8.6,8.4,8.4,762149.0,2681.0,179183.0,202622.0,47295.0,403845.0,1601.0,137701.0,168021.0,38708.0,70362.0,336.0,26749.0,26992.0,6681.0
5311514/,Your Name.,2016,PG,106,"Animation, Drama, Fantasy",2017-04-07,USA,53875.0,46429.0,43572.0,22326.0,7377.0,2589.0,1088.0,634.0,469.0,1979.0,8.4,8.6,8.5,8.2,7.9,8.4,8.6,8.6,8.2,7.9,8.4,8.3,8.5,8.2,7.8,180338.0,479.0,52746.0,42826.0,6454.0,92509.0,318.0,39650.0,35151.0,5487.0,22359.0,101.0,11540.0,6886.0,795.0
2380307/,Coco,2017,PG,105,"Animation, Adventure, Family",2017-11-22,USA,89840.0,96629.0,98270.0,46738.0,14192.0,4279.0,1558.0,820.0,631.0,2094.0,8.4,8.4,8.5,8.3,8.1,8.3,8.4,8.4,8.2,8.1,8.6,8.6,8.7,8.5,8.3,355051.0,870.0,88716.0,105935.0,20402.0,183006.0,571.0,61839.0,82784.0,16465.0,56196.0,214.0,23990.0,21062.0,3438.0
0169547/,American Beauty,1999,R,122,Drama,1999-10-01,USA,235541.0,287225.0,281716.0,140085.0,50250.0,21379.0,10580.0,6566.0,5308.0,12623.0,8.3,8.6,8.5,8.3,8.1,8.4,8.6,8.6,8.4,8.1,8.1,8.2,8.2,8.1,7.9,1051273.0,376.0,193235.0,455179.0,114579.0,627802.0,251.0,138418.0,361100.0,92867.0,169561.0,77.0,51424.0,88344.0,19797.0
0112573/,Braveheart,1995,R,178,"Biography, Drama, History",1995-05-24,USA,238615.0,242554.0,244376.0,125685.0,45442.0,19243.0,9135.0,5587.0,4035.0,8788.0,8.3,8.2,8.3,8.4,8.1,8.4,8.2,8.3,8.5,8.1,8.0,7.4,8.0,8.0,8.0,943460.0,328.0,151232.0,417609.0,106846.0,607055.0,249.0,125708.0,353771.0,88618.0,105309.0,40.0,23389.0,58675.0,16559.0
1187043/,3 Idiots,2009,PG-13,170,"Comedy, Drama",2009-12-25,India,123666.0,85476.0,61411.0,29572.0,11443.0,5907.0,3142.0,2246.0,1930.0,8760.0,8.4,8.3,8.7,8.2,7.2,8.4,8.3,8.7,8.2,7.2,8.3,7.8,8.6,8.2,7.1,333553.0,361.0,104698.0,102698.0,10172.0,203387.0,283.0,87728.0,88040.0,8473.0,34155.0,51.0,15629.0,13521.0,1525.0
0082096/,Das Boot,1981,R,149,"Adventure, Drama, Thriller",1982-02-10,USA,51634.0,63602.0,61238.0,29056.0,9858.0,4401.0,2173.0,1207.0,922.0,3014.0,8.3,8.3,8.3,8.3,8.4,8.4,8.4,8.3,8.3,8.4,8.0,8.0,7.8,8.0,8.2,227105.0,77.0,25320.0,92156.0,48102.0,156885.0,64.0,22472.0,84287.0,43126.0,14381.0,9.0,2566.0,6936.0,4308.0
0114709/,Toy Story,1995,G,81,"Animation, Adventure, Comedy",1995-11-22,USA,177462.0,215127.0,273939.0,129330.0,40008.0,14794.0,5930.0,3164.0,2140.0,4962.0,8.3,8.4,8.4,8.2,8.2,8.3,8.5,8.5,8.2,8.2,8.2,7.9,8.3,8.2,8.3,866856.0,958.0,207966.0,317902.0,73091.0,504874.0,677.0,154975.0,254391.0,58968.0,131148.0,180.0,48978.0,59425.0,12919.0
0057565/,High and Low,1963,Not Rated,143,"Crime, Drama, Mystery",1963-11-26,USA,7144.0,8740.0,8637.0,3549.0,1144.0,538.0,261.0,232.0,225.0,1155.0,8.4,7.6,8.6,8.4,8.3,8.5,7.6,8.6,8.4,8.3,8.1,6.9,8.2,8.1,8.1,31625.0,43.0,5135.0,12996.0,5580.0,22030.0,25.0,4664.0,11875.0,4673.0,2328.0,17.0,400.0,993.0,834.0
0086879/,Amadeus,1984,R,160,"Biography, Drama, History",1984-09-19,USA,81637.0,92587.0,101279.0,52212.0,17650.0,7240.0,3346.0,1728.0,1199.0,3103.0,8.3,8.5,8.4,8.3,8.3,8.3,8.6,8.4,8.3,8.3,8.3,8.1,8.3,8.3,8.4,361981.0,169.0,60532.0,140497.0,61611.0,217227.0,125.0,45014.0,111790.0,49575.0,55568.0,31.0,14589.0,26976.0,11060.0
0986264/,Taare Zameen Par,2007,PG,165,"Drama, Family",2007-12-21,India,53417.0,43544.0,34165.0,15677.0,5490.0,2778.0,1571.0,869.0,893.0,4243.0,8.4,8.2,8.6,8.3,7.2,8.4,8.2,8.6,8.3,7.2,8.3,8.2,8.5,8.3,7.0,162647.0,199.0,47289.0,52656.0,5685.0,99057.0,149.0,39961.0,45471.0,4565.0,16262.0,37.0,6789.0,6729.0,1031.0
0086190/,Star Wars: Episode VI - Return of the Jedi,1983,PG,131,"Action, Adventure, Fantasy",1983-05-25,USA,210490.0,232458.0,270106.0,134266.0,44220.0,16356.0,6753.0,3908.0,2791.0,8895.0,8.3,8.3,8.3,8.4,8.2,8.3,8.2,8.3,8.4,8.2,8.3,8.5,8.3,8.3,8.3,930243.0,805.0,174851.0,356110.0,105873.0,585129.0,643.0,145194.0,307479.0,90313.0,90359.0,88.0,26465.0,43933.0,13867.0
0361748/,Inglourious Basterds,2009,R,153,"Adventure, Drama, War",2009-08-21,USA,244103.0,358519.0,350428.0,160123.0,55983.0,23364.0,12062.0,7745.0,5865.0,15455.0,8.3,8.6,8.5,8.3,7.8,8.3,8.6,8.5,8.3,7.8,8.3,8.0,8.5,8.3,7.9,1233647.0,851.0,284053.0,491016.0,96515.0,776115.0,624.0,225500.0,409248.0,81882.0,150945.0,111.0,52494.0,74881.0,12854.0
8267604/,Capharnaüm,2018,R,126,Drama,2018-09-20,Lebanon,14260.0,16025.0,14808.0,5758.0,1674.0,730.0,315.0,204.0,170.0,707.0,8.4,7.3,8.5,8.3,8.2,8.3,7.7,8.4,8.3,8.2,8.7,5.8,8.8,8.7,8.5,54651.0,94.0,12685.0,18237.0,4711.0,30277.0,56.0,9220.0,14444.0,3833.0,7960.0,27.0,2939.0,3374.0,756.0
0105236/,Reservoir Dogs,1992,R,99,"Crime, Drama, Thriller",1992-09-02,France,161375.0,257593.0,278449.0,126515.0,38731.0,14623.0,7022.0,4252.0,3218.0,7099.0,8.3,8.5,8.4,8.3,8.2,8.3,8.5,8.4,8.3,8.2,8.2,8.1,8.2,8.1,8.0,898877.0,553.0,176431.0,368684.0,89470.0,584741.0,430.0,148722.0,321388.0,77281.0,82784.0,66.0,24358.0,42674.0,10683.0
0119217/,Good Will Hunting,1997,R,126,"Drama, Romance",1998-01-09,USA,162099.0,231469.0,267815.0,118543.0,33979.0,11883.0,5270.0,2775.0,1989.0,4225.0,8.3,8.4,8.4,8.2,8.1,8.3,8.5,8.5,8.3,8.0,8.2,8.0,8.4,8.1,8.2,840047.0,470.0,176284.0,332471.0,83030.0,504290.0,338.0,135447.0,268592.0,66457.0,120452.0,80.0,37424.0,59588.0,15176.0
0062622/,2001: A Space Odyssey,1968,G,149,"Adventure, Sci-Fi",1968-05-12,UK,179842.0,127736.0,120281.0,70737.0,34812.0,19085.0,10877.0,7908.0,6109.0,12330.0,8.3,8.8,8.4,8.2,8.2,8.3,8.8,8.4,8.3,8.3,7.9,8.6,8.1,7.9,7.8,589717.0,410.0,101866.0,227011.0,85747.0,382827.0,336.0,86042.0,200318.0,74957.0,50010.0,44.0,14035.0,23838.0,9383.0
0180093/,Requiem for a Dream,2000,R,102,Drama,2000-12-15,USA,177654.0,202725.0,191262.0,95440.0,36903.0,16929.0,8972.0,5753.0,4465.0,10312.0,8.3,8.5,8.4,8.3,7.9,8.3,8.6,8.4,8.3,7.9,8.3,7.8,8.4,8.3,8.0,750415.0,334.0,162911.0,340104.0,52354.0,460867.0,225.0,117830.0,275286.0,43146.0,118007.0,63.0,42272.0,60763.0,8260.0
0052357/,Vertigo,1958,PG,128,"Mystery, Romance, Thriller",1958-05-22,UK,79675.0,86441.0,97999.0,53667.0,18898.0,7845.0,3486.0,1928.0,1282.0,3045.0,8.3,8.7,8.3,8.3,8.3,8.3,8.8,8.4,8.3,8.3,8.2,8.4,8.2,8.2,8.3,354266.0,213.0,63752.0,135442.0,53670.0,216454.0,166.0,49634.0,111919.0,44263.0,46116.0,33.0,13096.0,21959.0,8589.0
0022100/,M,1931,Passed,99,"Crime, Mystery, Thriller",1931-08-31,Sweden,31277.0,34757.0,36402.0,18866.0,7279.0,3635.0,1948.0,1085.0,883.0,3688.0,8.3,8.0,8.3,8.3,8.4,8.3,8.1,8.3,8.3,8.4,8.2,7.8,8.1,8.3,8.4,139820.0,83.0,22866.0,57687.0,22301.0,90277.0,60.0,18745.0,49442.0,18751.0,15320.0,20.0,3857.0,7634.0,3232.0
5074352/,Dangal,2016,Not Rated,161,"Action, Biography, Drama",2016-12-21,USA,48372.0,37061.0,33838.0,15132.0,4874.0,2324.0,1316.0,664.0,754.0,4489.0,8.4,8.4,8.5,8.3,7.5,8.4,8.3,8.5,8.2,7.4,8.5,8.7,8.6,8.4,7.6,148824.0,232.0,39751.0,37457.0,4154.0,83871.0,183.0,34476.0,32563.0,3526.0,11415.0,30.0,4634.0,4392.0,542.0
0338013/,Eternal Sunshine of the Spotless Mind,2004,R,108,"Drama, Romance, Sci-Fi",2004-03-19,USA,212769.0,236552.0,228939.0,118928.0,44993.0,19250.0,9823.0,5989.0,4509.0,10803.0,8.3,8.5,8.4,8.3,7.8,8.3,8.7,8.4,8.3,7.9,8.3,8.0,8.3,8.4,7.8,892555.0,489.0,191071.0,394228.0,71473.0,525135.0,333.0,133481.0,305444.0,57285.0,160907.0,109.0,54077.0,83983.0,13012.0
8579674/,1917,2019,R,119,"Drama, War",2020-01-10,USA,69343.0,108649.0,111645.0,52353.0,16117.0,5260.0,2027.0,1187.0,776.0,1885.0,8.3,8.5,8.4,8.2,8.1,8.3,8.5,8.4,8.2,8.1,8.3,8.0,8.4,8.2,8.2,369242.0,773.0,83156.0,109305.0,31187.0,211007.0,557.0,66723.0,93859.0,26468.0,32492.0,95.0,12356.0,12603.0,3753.0
2106476/,The Hunt,2012,R,115,Drama,2013-01-10,Denmark,41829.0,79606.0,91305.0,38083.0,10355.0,3953.0,1915.0,955.0,843.0,1859.0,8.3,8.5,8.5,8.2,8.1,8.3,8.5,8.5,8.2,8.0,8.3,7.2,8.3,8.2,8.2,270703.0,147.0,68403.0,107299.0,21519.0,168597.0,108.0,53128.0,86890.0,17632.0,39145.0,26.0,14172.0,18896.0,3485.0
0033467/,Citizen Kane,1941,PG,119,"Drama, Mystery",1941-09-05,USA,112228.0,84002.0,86943.0,50871.0,22930.0,12048.0,6214.0,4049.0,3154.0,8006.0,8.3,8.7,8.3,8.2,8.4,8.3,8.6,8.4,8.2,8.4,8.1,9.4,8.0,8.0,8.2,390445.0,192.0,60529.0,156517.0,62813.0,246219.0,153.0,49480.0,133264.0,52881.0,42602.0,24.0,10189.0,21543.0,8969.0
0093058/,Full Metal Jacket,1987,R,116,"Drama, War",1987-07-10,USA,110157.0,183902.0,215122.0,99615.0,29217.0,10186.0,4416.0,2403.0,1585.0,3476.0,8.3,8.3,8.3,8.3,8.2,8.3,8.4,8.3,8.3,8.2,8.1,7.8,8.1,8.1,8.0,660079.0,365.0,117208.0,276751.0,77907.0,447069.0,277.0,102830.0,248295.0,68825.0,47938.0,43.0,12338.0,24971.0,7862.0
0040522/,Bicycle Thieves,1948,Not Rated,89,Drama,1949-12-13,USA,31956.0,34930.0,38381.0,20071.0,7363.0,3601.0,1794.0,957.0,810.0,2252.0,8.3,8.5,8.3,8.3,8.3,8.3,8.5,8.3,8.3,8.3,8.2,8.4,8.2,8.2,8.4,142115.0,91.0,28715.0,56452.0,18146.0,90807.0,64.0,23257.0,47965.0,15478.0,16218.0,20.0,5083.0,7932.0,2396.0
0012349/,The Kid,1921,Passed,68,"Comedy, Drama, Family",1921-02-06,USA,23606.0,25988.0,33074.0,15328.0,5172.0,2467.0,1286.0,525.0,483.0,1657.0,8.3,8.5,8.4,8.3,8.3,8.3,8.4,8.3,8.3,8.2,8.4,8.8,8.4,8.4,8.3,109586.0,99.0,24012.0,40241.0,14043.0,69274.0,80.0,19700.0,34195.0,11779.0,12371.0,13.0,3999.0,5647.0,2048.0
0066921/,A Clockwork Orange,1971,R,136,"Crime, Drama, Sci-Fi",1972-02-02,USA,183921.0,187864.0,179489.0,96780.0,39436.0,18985.0,10376.0,7007.0,5581.0,12799.0,8.3,8.7,8.4,8.3,8.0,8.3,8.7,8.4,8.3,8.1,8.1,8.3,8.3,8.1,7.7,742238.0,422.0,144737.0,306840.0,81702.0,462426.0,297.0,110440.0,255691.0,70018.0,94519.0,74.0,31437.0,47239.0,10302.0
0053125/,North by Northwest,1959,Approved,136,"Adventure, Mystery, Thriller",1959-09-08,Australia,59840.0,75254.0,85646.0,43784.0,14199.0,5711.0,2635.0,1417.0,1108.0,2942.0,8.3,8.3,8.2,8.2,8.5,8.3,8.4,8.2,8.2,8.5,8.2,7.9,8.0,8.1,8.5,292536.0,124.0,41410.0,115001.0,55147.0,185763.0,101.0,34171.0,97807.0,46109.0,32266.0,19.0,6682.0,15932.0,8235.0
0045152/,Singin' in the Rain,1952,G,103,"Comedy, Musical, Romance",1952-04-11,USA,54203.0,48367.0,55150.0,30883.0,12006.0,5366.0,2629.0,1370.0,1000.0,2840.0,8.3,8.3,8.4,8.2,8.3,8.2,8.5,8.3,8.2,8.2,8.5,7.9,8.4,8.5,8.5,213814.0,138.0,37337.0,78132.0,37397.0,113832.0,93.0,24201.0,55695.0,28544.0,44927.0,34.0,12566.0,21602.0,8307.0
0208092/,Snatch,2000,R,102,"Comedy, Crime",2001-01-19,USA,151109.0,212344.0,234949.0,107212.0,33640.0,12270.0,5826.0,3173.0,2357.0,5300.0,8.3,8.1,8.3,8.3,8.0,8.3,8.1,8.3,8.4,8.0,8.1,7.2,8.1,8.1,7.8,768180.0,273.0,146049.0,356392.0,66937.0,521885.0,216.0,124484.0,309714.0,57744.0,73947.0,32.0,19426.0,42455.0,8056.0
0086250/,Scarface,1983,R,170,"Crime, Drama",1983-12-09,USA,159275.0,186477.0,210565.0,102691.0,34235.0,12979.0,6193.0,3597.0,2311.0,5078.0,8.3,8.3,8.4,8.3,8.0,8.3,8.4,8.4,8.3,8.1,8.0,7.3,8.1,8.0,7.8,723401.0,358.0,141746.0,312706.0,68679.0,493147.0,271.0,122706.0,279682.0,59420.0,57644.0,45.0,16481.0,29364.0,8177.0
0075314/,Taxi Driver,1976,R,114,"Crime, Drama",1976-02-09,USA,147835.0,179123.0,197573.0,107339.0,39111.0,15671.0,6936.0,4005.0,2756.0,5296.0,8.3,8.7,8.3,8.2,8.3,8.3,8.7,8.3,8.3,8.3,8.0,8.6,8.0,8.0,8.1,705645.0,511.0,145146.0,282462.0,74754.0,459561.0,395.0,121019.0,246776.0,64371.0,66622.0,65.0,21346.0,32322.0,9110.0
0044741/,Ikiru,1952,Not Rated,143,Drama,1956-03-25,USA,17189.0,14693.0,16148.0,8297.0,3149.0,1702.0,862.0,548.0,578.0,2600.0,8.3,8.3,8.4,8.3,8.3,8.3,8.4,8.4,8.3,8.3,8.1,7.9,8.2,8.1,8.1,65766.0,47.0,10672.0,26431.0,9833.0,42796.0,30.0,9342.0,23605.0,8210.0,5515.0,14.0,1203.0,2579.0,1507.0
0056172/,Lawrence of Arabia,1962,Approved,228,"Adventure, Biography, Drama",1962-12-11,UK,68177.0,59646.0,63668.0,35813.0,14655.0,6804.0,3465.0,1992.0,1595.0,6454.0,8.3,8.4,8.3,8.2,8.4,8.3,8.5,8.4,8.2,8.4,8.0,7.4,7.9,7.8,8.3,262269.0,117.0,35019.0,101660.0,52441.0,172250.0,90.0,30417.0,89394.0,44581.0,23449.0,21.0,4160.0,11146.0,7079.0
0211915/,Amélie,2001,R,122,"Comedy, Romance",2002-02-08,USA,180077.0,175476.0,167589.0,90893.0,34470.0,15281.0,7867.0,4907.0,3853.0,11467.0,8.3,7.8,8.2,8.3,8.2,8.2,7.8,8.2,8.3,8.2,8.5,7.7,8.4,8.5,8.3,691880.0,292.0,135176.0,303112.0,70968.0,381866.0,167.0,83266.0,222093.0,56945.0,148055.0,89.0,49503.0,76965.0,12682.0
0435761/,Toy Story 3,2010,G,103,"Animation, Adventure, Comedy",2010-06-18,USA,163562.0,180428.0,205399.0,115353.0,40937.0,15613.0,6657.0,3734.0,2648.0,7179.0,8.3,8.2,8.4,8.3,8.1,8.3,8.2,8.4,8.3,8.1,8.2,7.9,8.3,8.3,8.1,741510.0,885.0,200386.0,277616.0,52612.0,449262.0,633.0,150776.0,223925.0,42857.0,113498.0,161.0,46087.0,50132.0,8856.0
0070735/,The Sting,1973,PG,129,"Comedy, Crime, Drama",1973-12-25,USA,44375.0,63352.0,73746.0,35228.0,10534.0,4123.0,1956.0,960.0,711.0,1921.0,8.3,7.8,8.3,8.2,8.3,8.3,7.8,8.3,8.3,8.3,8.2,7.4,8.1,8.1,8.3,236906.0,85.0,29804.0,90856.0,51428.0,155509.0,71.0,25328.0,79707.0,43577.0,22377.0,11.0,4102.0,10103.0,7110.0
0017136/,Metropolis,1927,Not Rated,153,"Drama, Sci-Fi",1927-03-13,USA,37612.0,36247.0,39495.0,21440.0,8843.0,4594.0,2439.0,1381.0,1093.0,3468.0,8.3,8.3,8.3,8.2,8.3,8.3,8.2,8.3,8.2,8.3,8.3,8.5,8.2,8.3,8.3,156612.0,86.0,24958.0,63673.0,25788.0,98156.0,61.0,19413.0,52965.0,21779.0,19650.0,22.0,5200.0,9946.0,3663.0
1832382/,A Separation,2011,PG-13,123,"Drama, Thriller",2011-03-16,Iran,63410.0,50874.0,52881.0,26854.0,8948.0,4158.0,2042.0,1092.0,879.0,3613.0,8.3,8.1,8.4,8.3,8.0,8.3,8.2,8.5,8.3,8.0,8.2,7.8,8.2,8.2,8.0,214751.0,71.0,46583.0,95495.0,16618.0,135634.0,53.0,37185.0,77417.0,13416.0,30807.0,13.0,8893.0,17154.0,2937.0
