ID,Title_Name,Year,Rating,Runtime,Genres,Release_Date,Release_Country,10,9,8,7,6,5,4,3,2,1,Rank_All_All_Ages,Rank_All_<18,Rank_All_18-29,Rank_All_30-44,Rank_All_45+,Rank_Male_All_Ages,Rank_Male_<18,Rank_Male_18-29,Rank_Male_30-44,Rank_Male_45+,Rank_Female_All_Ages,Rank_Female_<18,Rank_Female_18-29,Rank_Female_30-44,Rank_Female_45+,Count_All_All_Ages,Count_All_<18,Count_All_18-29,Count_All_30-44,Count_All_45+,Count_Male_All_Ages,Count_Male_<18,Count_Male_18-29,Count_Male_30-44,Count_Male_45+,Count_Female_All_Ages,Count_Female_<18,Count_Female_18-29,Count_Female_30-44,Count_Female_45+
0059578/,For a Few Dollars More,1965,R,132,Western,1967-05-10,USA,37539.0,60162.0,78349.0,33822.0,9130.0,3392.0,1536.0,766.0,555.0,1649.0,8.3,8.3,8.4,8.3,8.1,8.3,8.4,8.4,8.3,8.1,7.9,8.3,8.1,8.0,7.7,226900.0,151.0,37759.0,90702.0,35405.0,159549.0,125.0,34629.0,84420.0,32028.0,11464.0,16.0,2632.0,5403.0,2870.0
1255953/,Incendies,2010,R,131,"Drama, Mystery, War",2011-01-12,France,27061.0,41204.0,43825.0,18677.0,5749.0,2479.0,1188.0,806.0,723.0,1757.0,8.3,8.2,8.4,8.2,8.1,8.2,8.3,8.4,8.2,8.1,8.4,7.4,8.5,8.4,8.1,143469.0,97.0,31070.0,59601.0,14634.0,90339.0,68.0,24624.0,48514.0,12037.0,19845.0,21.0,5920.0,10245.0,2343.0
0053604/,The Apartment,1960,Approved,125,"Comedy, Drama, Romance",1960-06-29,Canada,31385.0,38858.0,48107.0,24341.0,8172.0,3467.0,1743.0,843.0,727.0,2072.0,8.3,8.2,8.4,8.2,8.2,8.3,8.4,8.5,8.3,8.2,8.1,7.7,8.2,8.1,8.1,159715.0,67.0,24172.0,63225.0,29154.0,97059.0,46.0,18567.0,50949.0,23542.0,23155.0,18.0,5295.0,11630.0,5189.0
0036775/,Double Indemnity,1944,Passed,107,"Crime, Drama, Film-Noir",1944-07-06,USA,27571.0,33909.0,41147.0,20995.0,7157.0,3316.0,1827.0,867.0,787.0,2485.0,8.3,8.1,8.3,8.2,8.4,8.3,8.1,8.3,8.3,8.4,8.1,7.9,7.9,8.0,8.3,140061.0,61.0,21844.0,53962.0,26195.0,87870.0,47.0,17605.0,45557.0,21460.0,16880.0,13.0,3990.0,7857.0,4355.0
0091251/,Come and See,1985,Not Rated,142,"Drama, War",1985-10-17,Hungary,15277.0,12026.0,13021.0,6831.0,2715.0,1402.0,720.0,513.0,448.0,1894.0,8.3,8.6,8.5,8.3,8.1,8.3,8.8,8.5,8.3,8.1,8.3,7.9,8.4,8.2,8.1,54847.0,57.0,9817.0,20998.0,7942.0,36238.0,44.0,8650.0,18986.0,6887.0,4001.0,11.0,1020.0,1820.0,945.0
0056592/,To Kill a Mockingbird,1962,Approved,129,"Crime, Drama",1963-03-16,USA,64994.0,70908.0,80608.0,42744.0,15009.0,6305.0,2783.0,1499.0,1130.0,3419.0,8.2,8.1,8.2,8.2,8.5,8.2,8.1,8.2,8.2,8.5,8.4,8.0,8.2,8.3,8.8,289399.0,136.0,52871.0,109520.0,46650.0,169219.0,100.0,38963.0,86419.0,35928.0,47844.0,30.0,13246.0,22015.0,10061.0
0097576/,Indiana Jones and the Last Crusade,1989,PG-13,127,"Action, Adventure",1989-05-24,USA,123912.0,167329.0,219430.0,109870.0,33353.0,11792.0,4835.0,2515.0,1711.0,3825.0,8.2,8.3,8.2,8.3,8.1,8.3,8.3,8.2,8.3,8.1,8.1,8.2,8.0,8.1,8.1,678572.0,433.0,107947.0,283230.0,89593.0,437299.0,348.0,90835.0,244175.0,75366.0,67744.0,56.0,15404.0,35474.0,12796.0
1049413/,Up,2009,PG,96,"Animation, Adventure, Comedy",2009-05-29,USA,180315.0,237019.0,272440.0,142876.0,47376.0,16279.0,6656.0,3421.0,2366.0,5183.0,8.2,8.4,8.3,8.2,8.1,8.2,8.4,8.3,8.2,8.0,8.4,8.2,8.4,8.4,8.3,913931.0,953.0,234072.0,346658.0,64934.0,524117.0,662.0,164550.0,268689.0,52043.0,163350.0,198.0,65169.0,73369.0,11797.0
0119488/,L.A. Confidential,1997,R,138,"Crime, Drama, Mystery",1997-09-19,USA,86216.0,142093.0,168226.0,81021.0,25028.0,9153.0,4000.0,2119.0,1421.0,3385.0,8.2,8.3,8.3,8.2,8.2,8.3,8.4,8.3,8.2,8.2,8.0,7.6,8.0,7.9,8.0,522662.0,141.0,79460.0,229819.0,78131.0,352798.0,106.0,69931.0,201481.0,65310.0,48195.0,22.0,8623.0,25882.0,11587.0
0113277/,Heat,1995,R,170,"Crime, Drama, Thriller",1995-12-15,USA,112902.0,142470.0,172118.0,87085.0,28225.0,10179.0,4059.0,2148.0,1411.0,3372.0,8.2,8.2,8.2,8.3,8.1,8.3,8.2,8.3,8.3,8.1,7.8,7.9,7.9,7.8,7.8,563969.0,199.0,83922.0,258566.0,71641.0,397441.0,156.0,76404.0,236615.0,62898.0,34829.0,28.0,6358.0,19047.0,7617.0
0071853/,Monty Python and the Holy Grail,1975,PG,91,"Adventure, Comedy, Fantasy",1975-05-25,UK,118509.0,122057.0,126954.0,68931.0,25943.0,11639.0,5867.0,3679.0,2686.0,6435.0,8.2,8.4,8.2,8.2,8.3,8.2,8.5,8.2,8.2,8.3,8.2,7.8,8.1,8.2,8.2,492700.0,263.0,86007.0,203340.0,66691.0,312386.0,216.0,69144.0,170709.0,56877.0,57818.0,29.0,15710.0,30490.0,8834.0
0095016/,Die Hard,1988,R,132,"Action, Thriller",1988-07-20,USA,137893.0,182439.0,251038.0,131112.0,39374.0,13428.0,5444.0,2827.0,1854.0,4097.0,8.2,8.3,8.1,8.2,8.2,8.3,8.3,8.2,8.3,8.3,7.9,7.9,7.8,7.8,8.1,769506.0,354.0,128087.0,334449.0,94896.0,515772.0,279.0,110750.0,293940.0,80385.0,69376.0,45.0,15580.0,36631.0,13003.0
0042876/,Rashômon,1950,Not Rated,88,"Crime, Drama, Mystery",1951-12-26,USA,33160.0,35276.0,38870.0,21869.0,8148.0,4073.0,2116.0,1110.0,1000.0,3112.0,8.2,8.1,8.2,8.2,8.3,8.2,8.4,8.2,8.2,8.3,8.1,7.3,8.0,8.1,8.2,148734.0,78.0,25576.0,62314.0,20468.0,97815.0,60.0,21699.0,54841.0,17410.0,13731.0,13.0,3553.0,6870.0,2774.0
0055630/,Yojimbo,1961,Not Rated,110,"Action, Drama, Thriller",1961-09-13,USA,21026.0,27230.0,31767.0,14817.0,5155.0,2551.0,1391.0,722.0,750.0,2643.0,8.2,8.3,8.2,8.2,8.2,8.3,8.4,8.2,8.3,8.3,7.9,8.5,7.8,7.9,8.0,108052.0,52.0,15717.0,46158.0,16174.0,73035.0,38.0,13987.0,42096.0,14180.0,7206.0,12.0,1560.0,3621.0,1776.0
0372784/,Batman Begins,2005,PG-13,140,"Action, Adventure",2005-06-15,USA,238554.0,332903.0,419606.0,193000.0,54197.0,18639.0,7981.0,4262.0,3179.0,9719.0,8.2,8.1,8.3,8.2,8.0,8.3,8.2,8.3,8.3,8.0,8.0,7.7,8.1,8.0,7.9,1282040.0,957.0,286080.0,521728.0,95268.0,828206.0,765.0,237176.0,448041.0,81235.0,132382.0,94.0,43804.0,67133.0,12475.0
6966692/,Green Book,2018,PG-13,130,"Biography, Comedy, Drama",2018-11-16,USA,60775.0,99225.0,114325.0,48253.0,13163.0,4394.0,1677.0,831.0,616.0,1801.0,8.2,8.1,8.3,8.1,8.2,8.2,8.0,8.3,8.1,8.1,8.4,8.2,8.4,8.3,8.5,345060.0,552.0,76722.0,110830.0,31238.0,189058.0,365.0,56488.0,88291.0,24404.0,46371.0,76.0,15976.0,19325.0,5788.0
0363163/,Downfall,2004,R,156,"Biography, Drama, History",2005-04-08,USA,56025.0,86805.0,106722.0,49009.0,13944.0,5161.0,2365.0,1137.0,840.0,3462.0,8.2,8.3,8.2,8.2,8.3,8.2,8.3,8.3,8.2,8.3,8.1,8.2,8.1,8.0,8.2,325470.0,130.0,58138.0,153008.0,37622.0,229597.0,108.0,49923.0,135627.0,33276.0,28436.0,12.0,7531.0,15844.0,3847.0
0118849/,Children of Heaven,1997,PG,89,"Drama, Family, Sport",1999-01-22,USA,15469.0,15020.0,17024.0,8372.0,2919.0,1459.0,838.0,323.0,365.0,930.0,8.3,8.2,8.4,8.3,7.9,8.3,8.2,8.4,8.2,7.8,8.5,8.3,8.5,8.5,8.3,62719.0,62.0,13326.0,23226.0,5044.0,35529.0,42.0,10424.0,18900.0,3912.0,8463.0,17.0,2727.0,4135.0,1054.0
0105695/,Unforgiven,1992,R,130,"Drama, Western",1992-08-07,USA,66414.0,93217.0,114531.0,58891.0,19103.0,6977.0,3309.0,1623.0,1205.0,3087.0,8.2,8.4,8.1,8.2,8.3,8.2,8.4,8.2,8.2,8.4,7.8,8.3,7.7,7.7,7.9,368357.0,127.0,50633.0,153498.0,66816.0,259325.0,94.0,46481.0,141715.0,58671.0,21913.0,24.0,3556.0,10142.0,7167.0
0053291/,Some Like It Hot,1959,Passed,121,"Comedy, Music, Romance",1959-03-19,USA,52961.0,53890.0,67009.0,38087.0,13809.0,5545.0,2535.0,1376.0,1059.0,2494.0,8.2,8.3,8.3,8.1,8.3,8.2,8.3,8.3,8.1,8.3,8.4,8.1,8.4,8.3,8.4,238765.0,107.0,38206.0,91603.0,43745.0,131812.0,73.0,24765.0,67060.0,34297.0,47553.0,27.0,12890.0,23526.0,8781.0
0089881/,Ran,1985,R,162,"Action, Drama, War",1985-06-01,Japan,25703.0,26012.0,28150.0,14970.0,5796.0,2907.0,1378.0,968.0,748.0,2683.0,8.2,8.6,8.3,8.2,8.2,8.2,8.4,8.4,8.2,8.2,8.0,9.4,8.0,8.0,8.1,109315.0,46.0,14179.0,44710.0,20254.0,73944.0,37.0,12793.0,40707.0,17631.0,7350.0,8.0,1217.0,3534.0,2345.0
0066763/,Anand,1971,Not Rated,122,"Drama, Musical",1971-03-12,India,11865.0,7471.0,4228.0,1815.0,780.0,446.0,214.0,191.0,207.0,1243.0,8.5,6.9,8.7,8.5,6.7,8.5,7.3,8.7,8.5,6.7,7.9,3.2,8.1,8.1,6.5,28460.0,35.0,6941.0,10049.0,1185.0,19132.0,23.0,6543.0,9421.0,1020.0,1222.0,9.0,344.0,575.0,152.0
0347149/,Howl's Moving Castle,2004,PG,119,"Animation, Adventure, Family",2005-06-17,USA,72825.0,77820.0,94367.0,47605.0,15344.0,5416.0,2237.0,1334.0,975.0,2908.0,8.2,8.2,8.3,8.1,7.9,8.1,8.1,8.2,8.0,7.8,8.6,8.5,8.7,8.6,8.3,320831.0,276.0,80314.0,124423.0,21602.0,170005.0,175.0,50143.0,92097.0,17061.0,68230.0,74.0,28460.0,30601.0,4130.0
0268978/,A Beautiful Mind,2001,PG-13,135,"Biography, Drama",2002-01-04,USA,144430.0,219358.0,277725.0,124900.0,37125.0,12586.0,5166.0,2877.0,1857.0,3834.0,8.2,8.2,8.4,8.1,7.8,8.2,8.3,8.4,8.1,7.8,8.3,8.0,8.4,8.2,8.0,829858.0,321.0,182135.0,333420.0,72990.0,496585.0,222.0,137104.0,266830.0,58204.0,126492.0,58.0,41874.0,61931.0,13473.0
0042192/,All About Eve,1950,Passed,138,Drama,1950-10-27,USA,27294.0,26142.0,31524.0,17408.0,6595.0,3447.0,1754.0,963.0,698.0,2185.0,8.2,7.4,8.2,8.1,8.4,8.1,7.3,8.2,8.1,8.3,8.4,7.8,8.3,8.4,8.7,118010.0,49.0,16382.0,43820.0,25170.0,64870.0,36.0,11522.0,32582.0,18502.0,22743.0,11.0,4654.0,10813.0,6327.0
0057115/,The Great Escape,1963,Not Rated,172,"Adventure, Drama, History",1963-07-04,USA,40213.0,55037.0,71421.0,34693.0,10283.0,3497.0,1336.0,862.0,626.0,2297.0,8.2,8.3,8.2,8.2,8.3,8.2,8.3,8.2,8.2,8.3,8.1,8.1,8.1,8.0,8.2,220265.0,79.0,29403.0,87113.0,44316.0,150940.0,62.0,26375.0,79000.0,38605.0,15788.0,12.0,2692.0,7244.0,5099.0
0112641/,Casino,1995,R,178,"Crime, Drama",1995-11-22,USA,77032.0,114428.0,152627.0,72478.0,21523.0,7596.0,2938.0,1696.0,1168.0,2948.0,8.2,8.2,8.3,8.2,7.9,8.2,8.2,8.3,8.2,8.0,7.9,8.0,8.0,7.9,7.7,454434.0,212.0,69019.0,204033.0,57270.0,313562.0,158.0,61977.0,184184.0,49482.0,32133.0,31.0,5848.0,17514.0,6906.0
0457430/,Pan's Labyrinth,2006,R,118,"Drama, Fantasy, War",2007-01-19,USA,126183.0,153356.0,165220.0,92278.0,35557.0,14264.0,6839.0,4113.0,2853.0,7546.0,8.2,8.6,8.2,8.2,8.1,8.2,8.6,8.2,8.2,8.0,8.3,8.3,8.2,8.3,8.2,608209.0,237.0,121138.0,283036.0,56673.0,377384.0,169.0,86958.0,225033.0,46533.0,102100.0,43.0,32286.0,54829.0,9264.0
0993846/,The Wolf of Wall Street,2013,R,180,"Biography, Crime, Drama",2013-12-25,USA,215583.0,304694.0,336883.0,170322.0,59666.0,23554.0,11031.0,7323.0,5425.0,11384.0,8.2,8.5,8.4,8.1,7.7,8.2,8.6,8.5,8.2,7.7,7.8,7.8,7.9,7.8,7.5,1145865.0,915.0,306070.0,378199.0,69474.0,673502.0,648.0,237741.0,308921.0,57219.0,149327.0,122.0,61071.0,62646.0,10748.0
1305806/,The Secret in Their Eyes,2009,R,129,"Drama, Mystery, Romance",2010-05-21,USA,34311.0,50511.0,58902.0,28207.0,8829.0,3297.0,1329.0,803.0,603.0,1710.0,8.2,7.4,8.2,8.2,8.1,8.2,7.4,8.3,8.2,8.1,8.2,7.3,8.2,8.2,8.2,188502.0,49.0,34118.0,89780.0,20791.0,122416.0,36.0,26433.0,72817.0,17217.0,27866.0,11.0,7142.0,15821.0,3242.0
0120735/,"Lock, Stock and Two Smoking Barrels",1998,R,107,"Action, Comedy, Crime",1998-08-28,UK,91293.0,136260.0,173913.0,80998.0,23685.0,8160.0,3500.0,1992.0,1718.0,4178.0,8.2,8.3,8.2,8.2,7.9,8.2,8.4,8.3,8.2,7.9,8.1,7.0,8.2,8.1,7.7,525697.0,131.0,90406.0,252775.0,53531.0,367415.0,104.0,79096.0,223396.0,46548.0,45117.0,12.0,10150.0,26593.0,6158.0
0081398/,Raging Bull,1980,R,129,"Biography, Drama, Sport",1980-12-19,USA,62865.0,73928.0,92994.0,50030.0,17683.0,7122.0,3534.0,1923.0,1378.0,3267.0,8.2,8.4,8.2,8.1,8.1,8.2,8.5,8.3,8.2,8.2,7.7,8.0,7.8,7.7,7.7,314724.0,168.0,51815.0,135731.0,42183.0,218798.0,136.0,46712.0,124525.0,37262.0,19361.0,19.0,4398.0,9836.0,4300.0
0096283/,My Neighbor Totoro,1988,G,86,"Animation, Family, Fantasy",1990-07-13,USA,61970.0,64723.0,82176.0,44284.0,14638.0,5128.0,2048.0,1112.0,885.0,2882.0,8.2,8.2,8.2,8.2,8.1,8.1,8.2,8.1,8.1,8.1,8.4,8.2,8.3,8.5,8.4,279846.0,320.0,70843.0,103817.0,18818.0,148751.0,194.0,46152.0,77558.0,14973.0,55600.0,96.0,23175.0,24656.0,3427.0
0469494/,There Will Be Blood,2007,R,158,Drama,2008-01-25,USA,110555.0,118475.0,133396.0,76353.0,31302.0,13384.0,6681.0,4208.0,3168.0,7065.0,8.2,8.7,8.4,8.1,7.7,8.2,8.8,8.4,8.1,7.7,7.9,8.3,8.1,7.8,7.6,504587.0,245.0,91158.0,237272.0,52279.0,352256.0,184.0,79778.0,209945.0,44745.0,43638.0,36.0,9998.0,24860.0,6735.0
0055031/,Judgment at Nuremberg,1961,Approved,179,"Drama, War",1961-12-18,Sweden,12412.0,16553.0,21017.0,10146.0,3250.0,1423.0,547.0,390.0,315.0,1576.0,8.2,7.2,8.3,8.2,8.2,8.2,7.3,8.3,8.2,8.2,8.3,6.5,8.3,8.2,8.4,67629.0,27.0,9149.0,25200.0,15095.0,44130.0,19.0,7790.0,22018.0,12628.0,6808.0,7.0,1253.0,2948.0,2288.0
0040897/,The Treasure of the Sierra Madre,1948,Passed,126,"Adventure, Drama, Western",1948-01-24,USA,21481.0,25718.0,32797.0,17724.0,6421.0,2893.0,1502.0,766.0,642.0,1921.0,8.2,7.7,8.2,8.1,8.3,8.2,7.9,8.2,8.2,8.3,7.9,7.1,7.8,7.8,8.2,111865.0,36.0,13499.0,42265.0,25350.0,74199.0,29.0,11779.0,37828.0,21994.0,8998.0,6.0,1591.0,4075.0,3022.0
5027774/,"Three Billboards Outside Ebbing, Missouri",2017,R,115,"Comedy, Crime, Drama",2017-12-01,USA,56048.0,115048.0,140326.0,66773.0,19814.0,6717.0,3072.0,1936.0,1389.0,2614.0,8.2,8.3,8.3,8.1,8.1,8.1,8.3,8.3,8.0,8.0,8.2,7.9,8.3,8.1,8.2,413737.0,373.0,92641.0,137818.0,39720.0,234736.0,281.0,70062.0,110832.0,31692.0,57752.0,65.0,20126.0,24466.0,7168.0
0046912/,Dial M for Murder,1954,PG,105,"Crime, Thriller",1954-05-29,USA,21055.0,37131.0,57253.0,25638.0,6904.0,2518.0,980.0,648.0,522.0,1290.0,8.2,8.0,8.3,8.2,8.0,8.2,8.1,8.3,8.2,8.0,8.2,7.6,8.2,8.1,8.2,153939.0,90.0,27029.0,59810.0,25535.0,96263.0,64.0,21594.0,49621.0,20835.0,19990.0,20.0,5113.0,9591.0,4328.0
0476735/,Babam ve Oglum,2005,,112,"Drama, Family",2005-11-18,Turkey,29143.0,15757.0,14426.0,7967.0,3230.0,1701.0,1093.0,487.0,476.0,2110.0,8.3,7.9,8.4,8.3,7.3,8.3,7.9,8.4,8.3,7.4,8.5,7.2,8.6,8.4,7.2,76390.0,71.0,17112.0,30107.0,3974.0,44456.0,52.0,13110.0,24693.0,3314.0,10208.0,14.0,3735.0,5018.0,611.0
0071315/,Chinatown,1974,R,130,"Drama, Mystery, Thriller",1974-06-20,USA,54427.0,68531.0,86708.0,49029.0,16362.0,5836.0,2320.0,1234.0,850.0,2461.0,8.2,8.1,8.2,8.1,8.2,8.2,8.2,8.2,8.1,8.2,7.9,7.6,7.9,7.8,8.1,287758.0,145.0,47790.0,119122.0,46136.0,194610.0,114.0,40971.0,105457.0,39838.0,25338.0,25.0,6187.0,12371.0,5607.0
0015864/,The Gold Rush,1925,Passed,95,"Adventure, Comedy, Drama",1925-07-13,Brazil,20040.0,21233.0,30159.0,15348.0,5206.0,2245.0,885.0,610.0,443.0,1740.0,8.2,8.0,8.2,8.1,8.2,8.2,8.1,8.2,8.1,8.3,8.1,7.9,8.1,8.1,8.1,97909.0,72.0,17919.0,37623.0,15571.0,64359.0,53.0,15362.0,32882.0,13345.0,9186.0,16.0,2344.0,4382.0,2026.0
1130884/,Shutter Island,2010,R,138,"Mystery, Thriller",2010-02-19,USA,192722.0,293432.0,352352.0,165119.0,55400.0,19033.0,8545.0,4656.0,3196.0,5332.0,8.2,8.5,8.4,8.0,7.5,8.1,8.5,8.5,8.0,7.5,8.2,8.3,8.4,8.1,7.7,1099787.0,710.0,283170.0,422728.0,71993.0,667041.0,485.0,214751.0,342482.0,59099.0,160625.0,114.0,62407.0,74362.0,11543.0
0477348/,No Country for Old Men,2007,R,122,"Crime, Drama, Thriller",2007-11-21,USA,148117.0,212893.0,243106.0,127968.0,48305.0,20934.0,9987.0,6330.0,4823.0,11977.0,8.1,8.5,8.3,8.1,8.0,8.2,8.6,8.3,8.1,8.0,7.7,7.9,7.8,7.7,7.8,834440.0,425.0,159616.0,366617.0,85945.0,563993.0,332.0,137083.0,319486.0,73180.0,78518.0,44.0,19682.0,42855.0,11358.0
0434409/,V for Vendetta,2005,R,132,"Action, Drama, Sci-Fi",2006-03-17,USA,227130.0,251084.0,271941.0,151286.0,57471.0,22572.0,10171.0,6054.0,4331.0,9960.0,8.2,8.2,8.4,8.1,7.7,8.2,8.2,8.4,8.1,7.7,8.2,8.0,8.4,8.1,7.6,1012000.0,505.0,230947.0,440868.0,77794.0,650718.0,368.0,178781.0,366595.0,66070.0,136765.0,77.0,48627.0,69331.0,10481.0
0050976/,The Seventh Seal,1957,Not Rated,96,"Drama, Fantasy",1958-10-13,USA,39472.0,34885.0,40350.0,23334.0,9448.0,4699.0,2117.0,1338.0,1137.0,3217.0,8.2,8.2,8.2,8.1,8.1,8.1,8.3,8.2,8.1,8.1,8.2,8.0,8.2,8.1,8.2,159997.0,102.0,30831.0,65718.0,21473.0,104636.0,76.0,25360.0,56718.0,18050.0,17163.0,20.0,4992.0,8287.0,3132.0
2096673/,Inside Out,2015,PG,95,"Animation, Adventure, Comedy",2015-06-19,USA,111548.0,148342.0,171482.0,99137.0,36787.0,13053.0,5214.0,2843.0,1802.0,4470.0,8.1,8.0,8.3,8.1,7.9,8.2,8.0,8.3,8.1,7.9,8.2,8.0,8.3,8.2,7.9,594678.0,904.0,157530.0,189124.0,34414.0,313476.0,595.0,109111.0,145868.0,27598.0,102482.0,211.0,44974.0,40022.0,6087.0
1291584/,Warrior,2011,PG-13,140,"Action, Drama, Sport",2011-09-09,USA,84327.0,111121.0,130473.0,66659.0,20657.0,6985.0,2761.0,1449.0,1255.0,2848.0,8.2,8.2,8.4,8.1,7.7,8.2,8.2,8.4,8.1,7.7,8.2,7.5,8.4,8.1,7.8,428535.0,105.0,109941.0,184462.0,26444.0,305152.0,88.0,96884.0,164477.0,22869.0,35100.0,7.0,11628.0,17756.0,3135.0
0080678/,The Elephant Man,1980,PG,124,"Biography, Drama",1980-10-10,USA,38386.0,50781.0,68576.0,35952.0,11721.0,4446.0,1900.0,938.0,628.0,1835.0,8.1,8.4,8.2,8.1,8.1,8.1,8.3,8.2,8.1,8.1,8.2,8.7,8.3,8.2,8.2,215163.0,99.0,34523.0,88345.0,37611.0,138446.0,76.0,27346.0,74303.0,31012.0,27160.0,16.0,6716.0,13112.0,6062.0
0117951/,Trainspotting,1996,R,93,Drama,1996-08-09,USA,108534.0,157071.0,198713.0,98316.0,32413.0,12125.0,5577.0,3424.0,2706.0,5721.0,8.1,8.2,8.2,8.1,8.0,8.1,8.3,8.2,8.1,8.0,8.1,7.7,8.2,8.1,7.9,624600.0,237.0,117776.0,275635.0,64684.0,390153.0,167.0,88711.0,225913.0,54346.0,87251.0,46.0,26985.0,46207.0,9265.0
0167404/,The Sixth Sense,1999,PG-13,107,"Drama, Mystery, Thriller",1999-08-06,USA,142436.0,224151.0,295588.0,149674.0,48857.0,16315.0,6902.0,3789.0,2873.0,5772.0,8.1,8.3,8.2,8.1,8.2,8.1,8.2,8.2,8.1,8.2,8.2,8.3,8.2,8.1,8.4,896357.0,409.0,154939.0,389675.0,106362.0,541138.0,280.0,116003.0,309357.0,85034.0,140057.0,88.0,36564.0,75489.0,19597.0
0084787/,The Thing,1982,R,109,"Horror, Mystery, Sci-Fi",1982-06-25,USA,74362.0,78694.0,108133.0,60670.0,21692.0,8230.0,3491.0,1928.0,1249.0,2841.0,8.1,8.5,8.1,8.1,8.2,8.2,8.4,8.2,8.1,8.2,7.7,8.5,7.7,7.7,7.8,361290.0,226.0,57701.0,154669.0,53967.0,248857.0,183.0,50086.0,138685.0,47509.0,28178.0,25.0,6764.0,14239.0,5662.0
0107290/,Jurassic Park,1993,PG-13,127,"Action, Adventure, Sci-Fi",1993-06-11,USA,153061.0,178678.0,278648.0,151956.0,49910.0,18101.0,7444.0,4116.0,2540.0,4057.0,8.1,8.2,8.1,8.2,7.9,8.1,8.3,8.1,8.2,7.9,8.0,8.0,8.0,8.0,8.0,848511.0,690.0,161952.0,340638.0,83019.0,521081.0,520.0,129192.0,285586.0,68995.0,100603.0,102.0,29888.0,50477.0,12656.0
0031381/,Gone with the Wind,1939,Passed,238,"Drama, History, Romance",1940-01-17,USA,80031.0,56325.0,67405.0,39816.0,17923.0,8659.0,4503.0,2995.0,2277.0,4761.0,8.1,8.0,8.3,8.1,8.2,8.0,8.0,8.2,7.9,8.0,8.5,7.9,8.4,8.5,8.6,284695.0,116.0,40548.0,113002.0,53242.0,141476.0,70.0,23116.0,73038.0,38847.0,73151.0,40.0,16851.0,38656.0,13648.0
0120382/,The Truman Show,1998,PG,103,"Comedy, Drama, Sci-Fi",1998-06-05,USA,138071.0,214691.0,317110.0,160739.0,49320.0,16854.0,6725.0,3682.0,2317.0,4195.0,8.1,8.6,8.3,8.1,7.7,8.1,8.6,8.4,8.1,7.7,8.0,8.3,8.2,8.0,7.6,913704.0,640.0,196178.0,366207.0,81969.0,549352.0,470.0,147705.0,296957.0,67504.0,130652.0,104.0,44521.0,64178.0,13007.0
0050986/,Wild Strawberries,1957,Not Rated,91,"Drama, Romance",1959-06-22,USA,20418.0,20491.0,25900.0,14044.0,5468.0,2465.0,1059.0,716.0,677.0,2035.0,8.2,8.4,8.3,8.1,8.1,8.2,8.3,8.3,8.1,8.1,8.2,8.6,8.2,8.1,8.1,93273.0,68.0,17226.0,38252.0,12700.0,59081.0,42.0,13757.0,32284.0,10755.0,11088.0,21.0,3224.0,5594.0,1771.0
0266543/,Finding Nemo,2003,G,100,"Animation, Adventure, Comedy",2003-05-30,USA,163610.0,209725.0,308494.0,164299.0,50833.0,16396.0,6133.0,3360.0,2334.0,5003.0,8.1,8.1,8.2,8.1,8.1,8.1,8.2,8.2,8.0,8.0,8.3,7.9,8.3,8.3,8.4,930187.0,863.0,230911.0,347150.0,72566.0,521461.0,599.0,162124.0,264752.0,57359.0,169488.0,179.0,64527.0,78045.0,14004.0
0083658/,Blade Runner,1982,R,117,"Action, Sci-Fi, Thriller",1982-06-25,USA,162884.0,153896.0,168678.0,103129.0,46074.0,20181.0,9515.0,5613.0,3737.0,6136.0,8.1,8.3,8.0,8.0,8.5,8.2,8.4,8.0,8.1,8.5,7.8,8.1,7.7,7.7,8.3,679843.0,405.0,102939.0,269279.0,107027.0,443096.0,335.0,87330.0,236680.0,92719.0,58722.0,43.0,13718.0,29113.0,12526.0
3170832/,Room,2015,R,118,"Drama, Thriller",2016-01-22,USA,53005.0,92078.0,123849.0,61086.0,17389.0,5564.0,2141.0,1226.0,825.0,2053.0,8.1,8.0,8.3,8.0,7.9,8.1,7.9,8.3,8.0,7.9,8.3,8.3,8.4,8.2,8.2,359216.0,316.0,94391.0,117449.0,24487.0,188940.0,199.0,64192.0,88826.0,18968.0,67119.0,79.0,28118.0,26702.0,5059.0
0050212/,The Bridge on the River Kwai,1957,PG,161,"Adventure, Drama, War",1957-12-14,USA,33325.0,48023.0,64627.0,33835.0,10454.0,3829.0,1546.0,956.0,781.0,1915.0,8.1,8.1,8.2,8.1,8.2,8.2,8.2,8.2,8.1,8.2,7.9,7.4,7.7,7.8,8.2,199291.0,75.0,21202.0,77070.0,46567.0,135321.0,59.0,19130.0,69963.0,40545.0,14225.0,10.0,1818.0,6334.0,5399.0
0079944/,Stalker,1979,Not Rated,162,"Drama, Sci-Fi",1980-04-17,Netherlands,33979.0,22475.0,23879.0,14220.0,6535.0,3698.0,2054.0,1501.0,1241.0,2930.0,8.2,8.7,8.4,8.1,7.8,8.1,8.6,8.4,8.1,7.8,8.2,8.6,8.4,8.2,8.0,112512.0,98.0,21275.0,47022.0,13628.0,74115.0,68.0,17809.0,41279.0,11721.0,10547.0,24.0,3089.0,5211.0,1701.0
